text,label
"sebelum mempercayakan penyimpanan data kalian . mending pikir dulu deh . saya baru pakai blm 2 minggu , kartu langsung tidak terbaca lagi . mana ada data yg tidak bsa di selamatkan . dan proses garansinya aja pake estimasi sebulan . yap SEBULAN . mending beli yg pasti aja . merk baru blum tentu terjamin kualitasnya . Be carefull and keep healthy . thx",negative
"Sangat kecewa sekali. Produk kakinya goyang tidak rata oglek2. Hati2 jika membeli warna putih, karena tidak sesuai difoto produk. Barang yg sampai warna coklat, tapi penjual ngotot meja yg diterima saya itu warna putih sesuai foto dan tidak mau menerima komplain. Saya lihat review beberapa pembeli lainnya juga mengalami hal yg sama seperti saya, dikirimkan warna berbeda dari yang dipesan. Walaupun saya sudah bertanya dulu di msg memastikan sebelum membeli dan menulis pesan sewaktu order, percuma saja.",negative
"baru pake 3 hari udh berulah, susah hidup, kadang hang, frezee blank saat lagi on komputer. minta di ganti gk di respon trs buat apa embel2 garansi lifetime? not recommended",negative
"RAMnya gabisa di pakai walau udh minta tuker 2x, giliran dimintain refund susah banget, jangan mau beli disini pokoknya ga recommend banget, hati hatii sama RAM palsu",negative
Suara kecil sebelah.. ini produk bermasalah kaulitas kontrolnya. Gak rekomen.,negative
"Laptop rusak, pass di aktifkan fan error, setelah di perbaiki ternyata keyboardnya rusak, setelah ganti keyboardnya ternyata adaptornya rusak. jangan belanja disini",negative
"barang sesuai, bagus dan cepat sampai",positive
produk mantapp????,positive
barang sudah sampai. barang bagus... Sesuai dengan deskripsi produk.,positive
ukuran karet sesuai . Mantul...?? dan waktu pengiriman lebih cepat dari jadwalnya... mantap dah... is the best..??,positive
pengiriman cepat.. barang kondisi bagus.. makasih ya??,positive
"Barang sesuai pesanan, kondisi berfungsi dengan baik. Seller responsif proses kirim cepat. Recommended!!!",positive
barangnya bagus!! Kualitas Product Bagus. Harga terjangkau!. Recomended.,positive
"brg sampai, packing oke, cocok bt kado, ada bonus dompet koin??",positive
Bisa melempar jauh. Sesuai dengan deskripsi produk. Selalu ready stock!. Packing rapi ??.,positive
"barang bagus sesuai harapan,pouchnya mantap cukup bagus.service seller ok buanget.terima kasih barang sesuai iklan",positive
"pengiriman cepat, barang bagus packing rapi, terimakasih",positive
Kualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,positive
Kualitas Product Bagus. Material bagus. Recomended. Harga terjangkau!.,positive
"baru juga dipesan langsung di proses,penjual ramah beyblade berputar kencang seperti dan juga harga lebih murah dari toko laen",positive
Kartu nya lengkap. Harga Kompetitif. Seru bgt game nya!.,positive
Kartu nya lengkap Seru bgt game nya! Harga Kompetitif,positive
"Terima kasih, pesanan sesuai",positive
Kartu nya lengkap. packing baik. model terbaru. ready stock.,positive
barang sesuai deskripsi. pengiriman cepat. recommended seller.,positive
"Barang sangat berkualitas sebanding dg harga, kelengkapan banyak, sudah dapat tas, panduan yg jelas dan buku moderator tebal. Box kartu juga tebal. Mantappl",positive
"Mantap gan, barang mendarat dengan mulus. Kartu oke. Pemerannya lengkap juga. Ada buku panduan ama buku catetan buat moderator. Makasih gan.",positive
"enak kartunya, sesuai ekspektasi, plastik beneran. licin . dan kerasa bakal awet",positive
Barang berfungsi dengan baik. Packaging aman ??. Packaging aman ??. Barangnya original ??.,positive
bagus dan tahan lama banget,positive
paket sdh diterima dgn baik sesuai pesanan... respon dan proses nya cepat... packing nya juga rapi dan safety... thanks gan ??,positive
Barangnya original ??. Packaging aman ??.,positive
bagus bangettt dapet promo jadi cuman bayar Rp 200 mantap,positive
"barang bagus, gak mudah robek, bahan plastik.....",positive
keren sdh tiba kartu Remi Nya Packaging aman ??.,positive
Packaging aman ??. Barang berfungsi dengan baik.,positive
Barang berfungsi dengan baik. Packaging aman ??.,positive
kualitas barang bagus harga murah,positive
pengiriman cepat dan packing aman...dapat harga flashsale....,positive
"saya beli 3,,allhamdulillah barang sampai tujuan dan sangat memuaskan",positive
sangat amazing cool A F barang cepat sampee luar biasa,positive
Pelayanan terbaik dan barang original,positive
Mantap nih kartu murah bagus kualitas nya... Gak nyesel,positive
"bener-bener sesuai ekspektasi sih, auto belajar Triumph ??",positive
"packing rapi, pengiriman cepat. seller responsif. produk bagus dan ori. recommended lah pokoknya",positive
"mantap, barang bagus, pack juga aman banget. Bener2 recommended seller deh buat nyari playing card yg keren2 begini.",positive
barangnya datang dalam keadaan tidak bagus,negative
"Yg bikin kecewa pesen 6 items yg nyampe cuma satu. Masih saya tunggu kekurangan barangnya UNO STACKO KAYU, uno card 2pcs dan werewolf 2pcs. Kalau tidak tolong refund aja uangnya.",negative
"sangat kecewa, tidak seperti dulu. Pakcing sangat buruk. box kayu hancur. beli 20 bh untuk jual lagi. gak ada yang bagus. Retur kena biaya lagi. terpaksa kami jual tanpa box kayu.",negative
Kecewa sih. Potongannya gak rapi. Ukurannya beda beda. Ada yg lebih besar lebih kecil wtf dgn harga segitu harusnya kualitas uda bagus. Gak worth! Setipis kartu remi. Bagusnya dikemasan doang. Kemasannya oke menarik. Tp yg paling penting kan isinya pak. 75k wtf. Gak ikhlas.,negative
kecewa. kok brg rusak dikirim. di chat lama responnya sampai batas waktu otomatis habis. padahal sdh langganan lama ditoko ini..,negative
padahal yg diminta dino sama unicorn mlh yg dtg mickey mouse....anak saya kecewa loh mba....,negative
buset di kasih merk ares. di pake di pod kuy 1 hari langsung bau gosong.. perdana kecewa belanja di toko ini..,negative
maaf tapi sy aga kecewa ga seperti yg sudah2 bli ko polos gada tulisan kuy /movi jadi gayakin asli skali lg mohon maaf tapi ini ulasan jujur saya,negative
"Barangnya ga sesuai sama gambar, ukuran nya kecil.. kecewa pkoknya",negative
"Barang kecil banget, salah saya sih Tapi ya gimana, namanya kecewa",negative
"tidak sesuai harapan, barang sangat kecil jadi susah buat dimainin",negative
"pesen apa dikasih apa,,,,kecewa bgt",negative
ini si bukan mobil hotwheels. nggak sesuai sama iklan. mengecewakan,negative
harga segini kurang worth it.bahan tidak tebal. ada yang lebih murah detail dan bahan lebih baik. sorry,negative
"seller kurang respon, kecewa",negative
"Mengecewakan sih, seller kurang friendly",negative
"Barang rusak ga berfungsi sama sekali� ga bisa di mainin sama sekali, parahhh",negative
nggak fungsi..pisaunya ditusuk semua ke dalam tong tapi kepalanya tetap stay,negative
"barang kagak sampe,...beneran kagak sampe. gak jelas toko nya apa aplikasinya ini kecewa",negative
produknya sekali pakai doang setelah itu rusak... kecewa bangettt,negative
barang tipis banget jd sampai udh pecah... jd langsung buang tempat sampah....,negative
"barang datang di kasih yang rusak, sungguh mengecewakan!!!! mainan nya tidak bisa nyangap... kapok beli di sini lagi!!!",negative
Kecewa barang pas sampai gak bisa dipakai,negative
Pengiriman Lama dan Mainan Gak berfungsi dengan baik,negative
"maennanya macet g bisa nutup mulutnya,,kecewa",negative
KECEWA,negative
Retak... padahal sudah pakai asuransi... sangat kecewaaa,negative
"BArang nya rusak, yah ada harga ada kualitas",negative
barang retak malas retur nanti lama lagi anaknya keburu sedih,negative
Kualitas produk mengecewakan. Mulut buaya baru dibuka 2x sudah stuck dan tidak bisa dipakai lagi. Klaim bisa mengembalikan barang juga ternyata prosedurnya tidak mudah. Akhirnya cuma jadi sampah di rumah.,negative
Proses pengiriman mengecewakan. Sebagai customer sangat merasa tdk dibantu ketika bertanya penjual merespon dengan kurang baik. So sad,negative
"Saya kecewa, di tunggu tidak ada respon yg baik dari penjual nya,",negative
kecewa sama tokonya,negative
Barang yang sudah berlubang (model persegi) pun bisa2 nya di kirim ke buyer nya. untuk model bulat warnanya berantakan. jelek sekali,negative
kualitas main amat buruk.,negative
barang nya rusak,negative
bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,negative
nggak bisa jalan kereta nya.. anakqu jadi kecewa,negative
"barang tidak sampai, mengecewakan sekali",negative
barang tidak berfungsi/tidak bisa jalan.,negative
barangnya datang dalam keadaan tidak bagus,negative
"Barang rusak ga berfungsi sama sekali� ga bisa di mainin sama sekali, parahhh",negative
"bahannya plastik jelek, suaranya kecil banget, lampunya jg gk terlalu terang, bru jg dimainin udah patah",negative
Mainannya rusak gak bisa dipake,negative
"PRODUK CACAT KEPALANYA PENYOK, MINTA TUKAR GAK DIKASIH",negative
JELEK BARU DICOBA 2KALI UDAH RUSAK. . GIGINYA GA BISA DI PENCET LAGI,negative
Beli 3 dikirim 2 doang. Balikin duit gw penipu!,negative
kualitas main amat buruk.,negative
bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,negative
jelek barang sampai disini udah rusak GK bisa jalan,negative
saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,negative
"barang jelek, baru juga mau di pake udah gosong, segel udh kebuka,",negative
"Barang basah berair dan bau Kwalitas tidak bagus, tidak spt digambar Cat nya byk yg terkelupas",negative
Cat nya jelek banget.. detailing nya jelek parah.. murah sih.. tapi ya gitu.. jelek,negative
"PRODUK CACAT KEPALANYA PENYOK, MINTA TUKAR GAK DIKASIH",negative
buruk,negative
saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,negative
"tiba2 selesai padahal gak ada barang yang datang sama sekali, penipu ya?",negative
"Blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah",negative
masa baru dateng langsung rusak,negative
"barang jelek, mudah sobek",negative
Cacat gitu jidatnya..mana jelas bgt lagi..hadeeuuhh,negative
SENDINYA GA SERET SAMA SEKALI !! LOSSSSSS GA BISA BUAT JADI STAND !!! MEYESELL BANGET !!!!,negative
"BELI 18 BIJI , DI TELP SAMA TOKO.. TERNYATA BARANG GK ADA N D TAWARIN GANTI YANG MURAH. SAYA GAK MAU. EH TETAP DIKIRIM AMONG US YG BUKAN UV! SAYA KAN SUDAH BILANG TIDAK MAU! RUGI 526 .",negative
pesan model love yg dtang mickey.anak we jdi ngamuk.di cat ktanya ready yg love.klo ga ada bilang,negative
bocor payahlah ga di periksa dulu,negative
"PACKING ASAL BARANG SANGAT MENGECEWAKAN,KOTOR, BOCOR, MUSIKNYA JG GA JALAN,BANYAK BARET",negative
"jelak.. ada yg patah, pedang pada meletot semua, apa lagi warna ya ada yg salah.. fatal",negative
cacat gaming,negative
"GW PESEN APA DIKASIH WARNA APA, GILA NI YG JUAL",negative
Harga mahal dan ga sesuai ekspetasi. Cat ga rapih dan bahan kyk plastik murahan,negative
"yg dikirim beda barang yg lebih murah, selisih 16.703 ...eh rusak pula.. mau retur tapi maenannya dah terlanjur dibuka...yauda gw minta balikin selisih nya aja dg suruh isiin pulsa gw aja 15rb... udah 6hari pulsa ga masuk2..ditanyain jawab nya ok doang... PARAH GA AMANAH!!!",negative
"kartunya kw semua,katanya ori gimana sih",negative
kotaknya jelek! penyok! bungkus seadanya doang,negative
Udah sampenya lama bgd semingguan trs pas barangnya di coba malah patah. Sialan kan!,negative
No good !!! Tidak puassss,negative
"Proses kemas/kirim LAMA, seller ditanya hanya jawab MOHON SABAR, MOHON TUNGGU. Tidak kasih kepastian kapan kirim. Hrs nya dijawab BISA / TIDAK. End up barang di pickup sendiri ke gudang kurir krn perlu.",negative
"tokonya tidak sportif, tidak koperatif pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi tidak bertanggung jawab di chat lewat Tokped ataupun WA tapi tanggapannya muter muter doang kebanyakan basa basi padahal tidak mau bertanggung jawab lu makan tuh uang ***** buat **** istri lu hati hati dengan toko ini",negative
"Jualan kok ngotottt, nggak laku toko nya bang?",negative
"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya",negative
"Paket mulus sampai di tujuan, toko juga sudah terpercaya. Mantab??",positive
"suka....anak jd seneng meronce.sesuai pesenanya,barangnya jg bagus. mksh",positive
"begitu sampe langsung dibuat kreasi, anak2 seneng bgt. pengiriman jg cepat, makasih seller",positive
respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,positive
anak saya suka ??. Aman untuk si kecil!.,positive
mantep bgt pokoknya bagus bola nya warna warni dan gak ada yang penyok.. bagus deh anak saya suka ??,positive
Bagus�sesuatu ekspektasi ???? recommended seller,positive
mantaaappp bagus kereeennn??????????,positive
"Barang mantap anak saya suka,dah gitu pengiriman cepat banget hari ini pesan besok dah sampe",positive
"Pelayanan bagus, mantap, rekomen banget beli disini. Terima kasih.",positive
bagus banget mainan nya anak2 aku suka,positive
"bagus bengedd, sesuai ekspektasi jugaaa",positive
barang sesuai deskripsi pengiriman cepat??????????????????????????????????????????????????????????????????????????????????????????,positive
Cantik Banget,positive
"sampe cepet ..makasihh yahh,,anak aku seneng bangettt..",positive
mantaaaaap sesuai dengan �g di gambar nya jujur dan amanah seler nya .ngak nyesel belanja di toko ini .pokok nya mantaaaaap deh,positive
"Pesanan cepat diproses, packing rapi, sesuai pesanan. juragan mantab. ?????? selalu Repeat order kesini.",positive
Aku suka banget... next pengen nyobain semua rasanya nyaman ketika digunakan.,positive
"Suka banget ama slamenya, bonusnya byk. Pengiriman cepat, semoga makin sukses seller",positive
Suka banget wangi bgt teksturnya juga bagus bangeetPacking rapi ??,positive
bagus banget..top,positive
"Mantap, gk pernah kecewa belanja disini. Figure sesuai foto. Kawaii banget Nezuko-chan Wangy wangyyy. Hehe becanda om ??",positive
"mantap gan , barang sudah sampai dengan aman , makasih gan ??",positive
bagus banget barang nya:),positive
bagus bgt sumpah...harga juga murah bgt,positive
MANTEB BANGETTT??? lov it!,positive
"mobilnya bagus bgt , pengiriman super cepat harga terjangkau ??????",positive
"mantap banget, recomend. barang yg diterima sesuai gambar!.",positive
okeeee..... siiipps..... kereeennn abis utk tempatbhotwhealsnya gan,positive
Keren Banget Sempurna,positive
secara overall ok banget,positive
Mainannya bagus banget ??????,positive
keren banget.....anak saya suka banget...,positive
Sukaa sekaliiii.. sellernya juga responded banget.. terima kasih ya.. sukses untuk seller,positive
"barangnya kerennnn banget. sayangnya bungkusnya hanya plastik biasa. shg terkesan kurang premium. overall, kuereennnn. terimakasih",positive
bagus banget,positive
"Kualitas oke sesuai harga, tapi keren parah ??????",positive
"mantap, sesuai deskripsi dan gambar",positive
"First time beli, gak pake ragu,... pokoknya worth it banget,",positive
the best banget dan pengiriman juga cepat,positive
"saya sarankan jangan transaksi sama toko ini, pesanan saya sampai saat ini belum dikirim... selalu bohong klo ditanya...",negative
lain kali tolong lah di cek baik baik sebelum di bungkus,negative
Barang tidak pernah sampai... malah disuruh ngambil sendiri... ngga rekomen banget,negative
BARANG TIDAK DATANG DANA GK KEMBALI,negative
Parah ini toko ga ada tanggung jawab nya,negative
"ga adda mesin nya,, jangan di beli...",negative
"mentang2 dapetnya gratis dari tokped , ehh dikirimnyapun seenak jidat , packing jelek , mainannya gak dicek dulu , rodanya depannya gak ada , jadi keretanya gak bisa jalan , sorry gak difoto ,keburu kesel , sekarang pun mainannya udh ancur kayaknya sama ponakan saya.. next kalo ada pesanan jangan diliat dari apapun ya , cukup layani aja dengan penuh hati ..",negative
Hati hati guys gua beli tiga terus satu bener bener gabisa dipake. Sengaja ngasih bintang satu lagian gua chat abangnya ga respon,negative
beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.,negative
"Order dan gambar truck pemadam kok dikirim mobilan police, NOT RECOMMENDED",negative
"ternyata bukan hot wheels asli, bahan plastik. harap di beri keterangan bahwa barang tdk original.",negative
"ternyata bukan ORI,harga sesuai kualitas ya 10rb bahan plastik,harusnya dikasih keterangan di deskripsi,",negative
